时间,报警阈值(米),报警点名称,报警点X(米),报警点Y(米),报警点Z(米),标签X(米),标签Y(米),标签Z(米),标签号,,灭火器→油箱→接地夹、焊把钳→墙壁电源→焊机电源→电压电流旋钮→待焊钢板、钢刷→焊接时手腕位置→焊机电源→墙壁电源→接地夹、焊把钳→锤子,,,,,,,
47:39.3,0.5,接地夹下端,3.02,1.53,1.61,2.81,1.406,1.925,T1,,,,,,,,,
47:39.4,0.5,焊把钳下端,3.02,1.15,1.56,2.808,1.415,1.919,T1,,,,,,,,,
47:39.4,0.5,接地夹下端,3.02,1.53,1.61,2.808,1.415,1.919,T1,,,,,,,,,
47:39.5,0.5,焊把钳下端,3.02,1.15,1.56,2.815,1.414,1.911,T1,,,,,,,,,
47:39.5,0.5,接地夹下端,3.02,1.53,1.61,2.815,1.414,1.911,T1,,,,,,,,,
47:39.6,0.5,焊把钳下端,3.02,1.15,1.56,2.83,1.408,1.903,T1,,,,,,,,,
47:39.6,0.5,接地夹下端,3.02,1.53,1.61,2.83,1.408,1.903,T1,,,,,,,,,
47:39.7,0.5,焊把钳下端,3.02,1.15,1.56,2.863,1.386,1.887,T1,,,,,,,,,
47:39.7,0.5,接地夹下端,3.02,1.53,1.61,2.863,1.386,1.887,T1,,,,,,,,,
47:39.8,0.5,焊把钳下端,3.02,1.15,1.56,2.891,1.379,1.87,T1,,,,,,,,,
47:39.8,0.5,接地夹下端,3.02,1.53,1.61,2.891,1.379,1.87,T1,,,,,,,,,
47:39.9,0.5,焊把钳下端,3.02,1.15,1.56,2.935,1.365,1.845,T1,,,,,,,,,
47:39.9,0.5,接地夹下端,3.02,1.53,1.61,2.935,1.365,1.845,T1,,,,,,,,,
47:40.0,0.5,焊把钳下端,3.02,1.15,1.56,2.968,1.362,1.829,T1,,,,,,,,,
47:40.0,0.5,接地夹下端,3.02,1.53,1.61,2.968,1.362,1.829,T1,,,,,,,,,
47:40.1,0.5,焊把钳下端,3.02,1.15,1.56,2.995,1.366,1.822,T1,,,,,,,,,
47:40.1,0.5,接地夹下端,3.02,1.53,1.61,2.995,1.366,1.822,T1,,,,,,,,,
47:40.2,0.5,焊把钳下端,3.02,1.15,1.56,3.016,1.364,1.818,T1,,,,,,,,,
47:40.2,0.5,接地夹下端,3.02,1.53,1.61,3.016,1.364,1.818,T1,,,,,,,,,
47:40.3,0.5,焊把钳下端,3.02,1.15,1.56,3.047,1.351,1.817,T1,,,,,,,,,
47:40.3,0.5,接地夹下端,3.02,1.53,1.61,3.047,1.351,1.817,T1,,,,,,,,,
47:40.4,0.5,焊把钳下端,3.02,1.15,1.56,3.063,1.326,1.818,T1,,,,,,,,,
47:40.4,0.5,接地夹下端,3.02,1.53,1.61,3.063,1.326,1.818,T1,,,,,,,,,
47:40.5,0.5,焊把钳下端,3.02,1.15,1.56,3.056,1.297,1.816,T1,,,,,,,,,
47:40.5,0.5,接地夹下端,3.02,1.53,1.61,3.056,1.297,1.816,T1,,,,,,,,,
47:40.6,0.5,焊把钳下端,3.02,1.15,1.56,3.047,1.251,1.794,T1,,,,,,,,,
47:40.6,0.5,接地夹下端,3.02,1.53,1.61,3.047,1.251,1.794,T1,,,,,,,,,
47:40.7,0.5,焊把钳下端,3.02,1.15,1.56,3.027,1.193,1.749,T1,,,,,,,,,
47:40.7,0.5,接地夹下端,3.02,1.53,1.61,3.027,1.193,1.749,T1,,,,,,,,,
47:40.8,0.5,焊把钳下端,3.02,1.15,1.56,2.995,1.142,1.699,T1,,,,,,,,,
47:40.8,0.5,接地夹下端,3.02,1.53,1.61,2.995,1.142,1.699,T1,,,,,,,,,
47:40.9,0.5,焊把钳下端,3.02,1.15,1.56,2.918,1.128,1.654,T1,,,,,,,,,
47:40.9,0.5,接地夹下端,3.02,1.53,1.61,2.918,1.128,1.654,T1,,,,,,,,,
47:41.0,0.5,焊把钳下端,3.02,1.15,1.56,2.843,1.128,1.603,T1,,,,,,,,,
47:41.0,0.5,接地夹下端,3.02,1.53,1.61,2.843,1.128,1.603,T1,,,,,,,,,
47:41.1,0.5,焊把钳下端,3.02,1.15,1.56,2.783,1.138,1.551,T1,,,,,,,,,
47:41.1,0.5,接地夹下端,3.02,1.53,1.61,2.783,1.138,1.551,T1,,,,,,,,,
47:41.2,0.5,焊把钳下端,3.02,1.15,1.56,2.723,1.163,1.509,T1,,,,,,,,,
47:41.2,0.5,接地夹下端,3.02,1.53,1.61,2.723,1.163,1.509,T1,,,,,,,,,
47:41.3,0.5,焊把钳下端,3.02,1.15,1.56,2.674,1.192,1.475,T1,,,,,,,,,
47:41.4,0.5,焊把钳下端,3.02,1.15,1.56,2.633,1.22,1.436,T1,,,,,,,,,
47:41.5,0.5,焊把钳下端,3.02,1.15,1.56,2.616,1.216,1.388,T1,,,,,,,,,
47:41.6,0.5,焊把钳下端,3.02,1.15,1.56,3.239,1.327,1.198,T0,,,,,,,,,
47:41.6,0.5,焊把钳下端,3.02,1.15,1.56,2.597,1.202,1.346,T1,,,,,,,,,
47:41.7,0.5,焊把钳下端,3.02,1.15,1.56,3.137,1.271,1.202,T0,,,,,,,,,
47:41.7,0.5,接地夹下端,3.02,1.53,1.61,3.137,1.271,1.202,T0,,,,,,,,,
47:41.8,0.5,焊把钳下端,3.02,1.15,1.56,3.049,1.211,1.211,T0,,,,,,,,,
47:41.9,0.5,焊把钳下端,3.02,1.15,1.56,3.013,1.149,1.221,T0,,,,,,,,,
47:42.0,0.5,焊把钳下端,3.02,1.15,1.56,3.001,1.082,1.237,T0,,,,,,,,,
47:42.1,0.5,焊把钳下端,3.02,1.15,1.56,3.042,1.004,1.242,T0,,,,,,,,,
47:42.2,0.5,焊把钳下端,3.02,1.15,1.56,3.088,0.914,1.238,T0,,,,,,,,,
47:45.1,0.5,面罩把手,0.24,0.83,0,0.562,0.898,0.215,T1,拿、放锤子,,,,,,,,
47:45.2,0.5,面罩把手,0.24,0.83,0,0.489,0.909,0.104,T1,,,,,,,,,
47:45.3,0.5,面罩把手,0.24,0.83,0,0.428,0.874,0.067,T1,,,,,,,,,
47:45.4,0.5,面罩把手,0.24,0.83,0,0.384,0.83,0.045,T1,,,,,,,,,
47:45.5,0.5,面罩把手,0.24,0.83,0,0.323,0.794,0.053,T1,,,,,,,,,
47:45.6,0.5,面罩把手,0.24,0.83,0,0.246,0.751,0.109,T1,,,,,,,,,
47:45.7,0.5,面罩把手,0.24,0.83,0,0.157,0.706,0.162,T1,,,,,,,,,
47:45.8,0.5,面罩把手,0.24,0.83,0,0.077,0.638,0.239,T1,,,,,,,,,
47:45.9,0.5,面罩把手,0.24,0.83,0,0.001,0.581,0.264,T1,,,,,,,,,
47:48.8,0.5,待焊钢板,0.81,0.46,0,0.728,0.073,0.027,T0,,,,,,,,,
47:48.8,0.5,锤子,0.24,0.17,0,0.728,0.073,0.027,T0,,,,,,,,,
47:48.9,0.5,待焊钢板,0.81,0.46,0,0.768,0.134,0.011,T0,,,,,,,,,
47:49.0,0.5,待焊钢板,0.81,0.46,0,0.802,0.183,-0.166,T0,,,,,,,,,
47:49.1,0.5,待焊钢板,0.81,0.46,0,0.827,0.222,-0.187,T0,,,,,,,,,
47:49.2,0.5,待焊钢板,0.81,0.46,0,0.845,0.246,-0.02,T0,,,,,,,,,
47:49.3,0.5,待焊钢板,0.81,0.46,0,0.856,0.255,0.148,T0,,,,,,,,,
47:49.4,0.5,待焊钢板,0.81,0.46,0,0.866,0.249,0.315,T0,,,,,,,,,
47:49.5,0.5,待焊钢板,0.81,0.46,0,0.872,0.229,0.315,T0,,,,,,,,,
47:50.9,0.5,锤子,0.24,0.17,0,0.207,0.226,0.341,T0,,,,,,,,,
47:51.0,0.5,锤子,0.24,0.17,0,0.169,0.165,0.116,T0,,,,,,,,,
47:51.1,0.5,锤子,0.24,0.17,0,0.166,0.047,-0.052,T0,,,,,,,,,
47:51.2,0.5,锤子,0.24,0.17,0,0.161,-0.063,-0.176,T0,,,,,,,,,
47:51.3,0.5,锤子,0.24,0.17,0,0.142,-0.128,-0.287,T0,,,,,,,,,
47:51.3,0.5,待焊钢板,0.81,0.46,0,0.727,0.615,0.458,T1,,,,,,,,,
47:51.4,0.5,锤子,0.24,0.17,0,0.129,-0.219,-0.189,T0,,,,,,,,,
47:51.4,0.5,待焊钢板,0.81,0.46,0,0.562,0.661,0.35,T1,,,,,,,,,
47:51.5,0.5,锤子,0.24,0.17,0,0.098,-0.244,-0.099,T0,,,,,,,,,
47:51.5,0.5,面罩把手,0.24,0.83,0,0.375,0.701,0.237,T1,,,,,,,,,
47:51.6,0.5,锤子,0.24,0.17,0,0.067,-0.239,-0.028,T0,,,,,,,,,
47:51.6,0.5,面罩把手,0.24,0.83,0,0.193,0.73,0.139,T1,,,,,,,,,
47:51.7,0.5,锤子,0.24,0.17,0,0.035,-0.21,0,T0,,,,,,,,,
47:51.7,0.5,面罩把手,0.24,0.83,0,0.043,0.723,0.052,T1,,,,,,,,,
47:51.8,0.5,锤子,0.24,0.17,0,-0.001,-0.179,0,T0,,,,,,,,,
47:51.8,0.5,面罩把手,0.24,0.83,0,-0.07,0.672,0.018,T1,,,,,,,,,
47:51.9,0.5,面罩把手,0.24,0.83,0,-0.139,0.601,0.018,T1,,,,,,,,,
47:52.0,0.5,锤子,0.24,0.17,0,-0.024,-0.185,0,T0,,,,,,,,,
47:52.1,0.5,锤子,0.24,0.17,0,-0.041,-0.192,0,T0,,,,,,,,,
47:52.2,0.5,锤子,0.24,0.17,0,-0.053,-0.194,0,T0,,,,,,,,,
47:52.2,0.5,锤子,0.24,0.17,0,-0.199,0.403,-0.052,T1,,,,,,,,,
47:52.3,0.5,锤子,0.24,0.17,0,-0.064,-0.196,0,T0,,,,,,,,,
47:52.3,0.5,锤子,0.24,0.17,0,-0.203,0.328,-0.087,T1,,,,,,,,,
47:52.4,0.5,锤子,0.24,0.17,0,-0.215,0.267,-0.105,T1,,,,,,,,,
47:52.5,0.5,锤子,0.24,0.17,0,-0.23,0.213,-0.105,T1,,,,,,,,,
47:52.6,0.5,锤子,0.24,0.17,0,-0.251,0.175,-0.068,T1,,,,,,,,,
47:53.1,0.5,锤子,0.24,0.17,0,-0.242,0.147,0.053,T1,,,,,,,,,
47:53.2,0.5,锤子,0.24,0.17,0,-0.221,0.2,0.053,T1,,,,,,,,,
47:53.3,0.5,锤子,0.24,0.17,0,-0.205,0.269,0.053,T1,,,,,,,,,
47:53.4,0.5,锤子,0.24,0.17,0,-0.193,0.368,0.018,T1,,,,,,,,,
47:53.5,0.5,锤子,0.24,0.17,0,-0.168,0.457,0,T1,,,,,,,,,
47:53.6,0.5,面罩把手,0.24,0.83,0,-0.139,0.546,0,T1,,,,,,,,,
47:53.7,0.5,面罩把手,0.24,0.83,0,-0.088,0.615,0.072,T1,,,,,,,,,
47:53.8,0.5,面罩把手,0.24,0.83,0,-0.009,0.658,0.184,T1,,,,,,,,,
47:53.9,0.5,面罩把手,0.24,0.83,0,0.1,0.677,0.313,T1,,,,,,,,,
47:54.0,0.5,面罩把手,0.24,0.83,0,0.23,0.673,0.457,T1,,,,,,,,,
47:56.9,0.5,灭火器把手,2.84,0.69,0.5,2.971,0.323,0.808,T1,人体待机,,,,,,,,
47:57.0,0.5,灭火器把手,2.84,0.69,0.5,2.908,0.359,0.806,T1,,,,,,,,,
