时间,报警阈值(米),报警点名称,报警点X(米),报警点Y(米),报警点Z(米),标签X(米),标签Y(米),标签Z(米),标签号
39:53.5,0.5,墙壁电源,2.44,2.57,0.97,2.274,2.151,0.87,T1
39:53.6,0.5,墙壁电源,2.44,2.57,0.97,2.246,2.195,0.864,T1
39:53.7,0.5,墙壁电源,2.44,2.57,0.97,2.216,2.228,0.852,T1
39:53.8,0.5,墙壁电源,2.44,2.57,0.97,2.167,2.251,0.849,T1
39:53.9,0.5,墙壁电源,2.44,2.57,0.97,2.117,2.273,0.838,T1
39:54.0,0.5,墙壁电源,2.44,2.57,0.97,2.046,2.298,0.828,T1
39:54.4,0.5,焊机电源,1.45,2.1,0.39,1.669,2.455,0.581,T1
39:54.5,0.5,焊机电源,1.45,2.1,0.39,1.58,2.478,0.499,T1
39:54.6,0.5,焊机电源,1.45,2.1,0.39,1.508,2.486,0.41,T1
39:54.7,0.5,焊机电源,1.45,2.1,0.39,1.459,2.478,0.377,T1
39:54.8,0.5,焊机电源,1.45,2.1,0.39,1.417,2.468,0.338,T1
39:54.9,0.5,焊机电源,1.45,2.1,0.39,1.376,2.466,0.273,T1
39:55.0,0.5,焊机电源,1.45,2.1,0.39,1.339,2.472,0.23,T1
39:55.1,0.5,焊机电源,1.45,2.1,0.39,1.303,2.489,0.177,T1
39:56.6,0.5,焊机电源,1.45,2.1,0.39,1.18,2.484,0.227,T1
39:56.7,0.5,焊机电源,1.45,2.1,0.39,1.201,2.464,0.332,T1
39:56.8,0.5,焊机电源,1.45,2.1,0.39,1.218,2.432,0.437,T1
39:56.9,0.5,焊机电源,1.45,2.1,0.39,1.25,2.437,0.348,T1
39:57.0,0.5,焊机电源,1.45,2.1,0.39,1.254,2.412,0.424,T1
39:57.1,0.5,焊机电源,1.45,2.1,0.39,1.253,2.4,0.478,T1
39:57.2,0.5,焊机电源,1.45,2.1,0.39,1.252,2.397,0.481,T1
39:57.3,0.5,焊机电源,1.45,2.1,0.39,1.242,2.413,0.375,T1
39:57.4,0.5,焊机电源,1.45,2.1,0.39,1.231,2.441,0.271,T1
39:58.7,0.5,焊机电源,1.45,2.1,0.39,1.2,2.463,0.156,T1
39:58.8,0.5,焊机电源,1.45,2.1,0.39,1.187,2.45,0.156,T1
39:58.9,0.5,焊机电源,1.45,2.1,0.39,1.175,2.438,0.156,T1
39:59.0,0.5,焊机电源,1.45,2.1,0.39,1.163,2.429,0.156,T1
40:00.0,0.5,焊机电源,1.45,2.1,0.39,1.258,2.505,0.587,T1
40:00.1,0.5,焊机电源,1.45,2.1,0.39,1.297,2.475,0.62,T1
40:00.2,0.5,焊机电源,1.45,2.1,0.39,1.319,2.447,0.643,T1
40:00.3,0.5,焊机电源,1.45,2.1,0.39,1.31,2.422,0.665,T1
40:00.4,0.5,焊机电源,1.45,2.1,0.39,1.27,2.426,0.582,T1
40:00.5,0.5,焊机电源,1.45,2.1,0.39,1.215,2.434,0.474,T1
40:00.6,0.5,焊机电源,1.45,2.1,0.39,1.165,2.437,0.433,T1
40:02.1,0.5,焊机电源,1.45,2.1,0.39,1.43,2.406,0,T1
40:02.2,0.5,焊机电源,1.45,2.1,0.39,1.49,2.343,0.113,T1
40:02.3,0.5,焊机电源,1.45,2.1,0.39,1.507,2.327,0.133,T1
40:02.4,0.5,焊机电源,1.45,2.1,0.39,1.526,2.309,0.169,T1
40:02.5,0.5,焊机电源,1.45,2.1,0.39,1.541,2.291,0.203,T1
40:02.6,0.5,焊机电源,1.45,2.1,0.39,1.557,2.276,0.243,T1
40:02.7,0.5,焊机电源,1.45,2.1,0.39,1.578,2.262,0.295,T1
40:02.8,0.5,焊机电源,1.45,2.1,0.39,1.559,2.296,0.24,T1
40:02.9,0.5,焊机电源,1.45,2.1,0.39,1.578,2.289,0.265,T1
40:03.0,0.5,焊机电源,1.45,2.1,0.39,1.597,2.287,0.286,T1
40:03.1,0.5,焊机电源,1.45,2.1,0.39,1.618,2.291,0.318,T1
40:03.2,0.5,焊机电源,1.45,2.1,0.39,1.631,2.306,0.317,T1
40:03.3,0.5,焊机电源,1.45,2.1,0.39,1.635,2.333,0.265,T1
40:03.4,0.5,焊机电源,1.45,2.1,0.39,1.638,2.364,0.207,T1
40:03.5,0.5,焊机电源,1.45,2.1,0.39,1.634,2.338,0.376,T1
40:03.6,0.5,焊机电源,1.45,2.1,0.39,1.63,2.372,0.318,T1
40:03.7,0.5,焊机电源,1.45,2.1,0.39,1.626,2.403,0.252,T1
40:03.8,0.5,焊机电源,1.45,2.1,0.39,1.628,2.422,0.213,T1
40:03.9,0.5,焊机电源,1.45,2.1,0.39,1.634,2.431,0.213,T1
40:04.0,0.5,焊机电源,1.45,2.1,0.39,1.641,2.431,0.213,T1
40:04.5,0.5,焊机电源,1.45,2.1,0.39,1.732,2.448,0.222,T1
40:04.6,0.5,焊机电源,1.45,2.1,0.39,1.786,2.439,0.341,T1
40:05.0,0.5,墙壁电源,2.44,2.57,0.97,2.121,2.33,0.739,T1
40:05.1,0.5,墙壁电源,2.44,2.57,0.97,2.211,2.287,0.781,T1
40:05.2,0.5,墙壁电源,2.44,2.57,0.97,2.298,2.243,0.806,T1
40:05.3,0.5,墙壁电源,2.44,2.57,0.97,2.398,2.202,0.832,T1
40:05.4,0.5,墙壁电源,2.44,2.57,0.97,2.481,2.175,0.846,T1
40:05.5,0.5,墙壁电源,2.44,2.57,0.97,2.545,2.167,0.848,T1
40:05.6,0.5,墙壁电源,2.44,2.57,0.97,2.59,2.178,0.842,T1
40:05.7,0.5,墙壁电源,2.44,2.57,0.97,2.625,2.204,0.832,T1
40:05.8,0.5,墙壁电源,2.44,2.57,0.97,2.648,2.241,0.815,T1
40:05.9,0.5,墙壁电源,2.44,2.57,0.97,2.649,2.291,0.797,T1
40:06.0,0.5,墙壁电源,2.44,2.57,0.97,2.609,2.389,0.753,T1
40:06.1,0.5,墙壁电源,2.44,2.57,0.97,2.575,2.483,0.717,T1
40:06.2,0.5,墙壁电源,2.44,2.57,0.97,2.557,2.563,0.696,T1
40:06.3,0.5,墙壁电源,2.44,2.57,0.97,2.544,2.634,0.681,T1
40:06.4,0.5,墙壁电源,2.44,2.57,0.97,2.52,2.699,0.666,T1
40:06.5,0.5,墙壁电源,2.44,2.57,0.97,2.49,2.756,0.646,T1
40:06.6,0.5,墙壁电源,2.44,2.57,0.97,2.29,2.098,0.978,T0
40:06.6,0.5,墙壁电源,2.44,2.57,0.97,2.487,2.784,0.638,T1
40:06.7,0.5,墙壁电源,2.44,2.57,0.97,2.309,2.132,0.96,T0
40:06.7,0.5,墙壁电源,2.44,2.57,0.97,2.48,2.813,0.626,T1
40:06.8,0.5,墙壁电源,2.44,2.57,0.97,2.331,2.167,0.943,T0
40:06.8,0.5,墙壁电源,2.44,2.57,0.97,2.456,2.851,0.594,T1
40:06.9,0.5,墙壁电源,2.44,2.57,0.97,2.351,2.206,0.926,T0
40:07.0,0.5,墙壁电源,2.44,2.57,0.97,2.371,2.245,0.909,T0
40:07.1,0.5,墙壁电源,2.44,2.57,0.97,2.386,2.285,0.894,T0
40:07.2,0.5,墙壁电源,2.44,2.57,0.97,2.377,2.346,0.87,T0
40:07.3,0.5,墙壁电源,2.44,2.57,0.97,2.372,2.398,0.849,T0
40:07.4,0.5,墙壁电源,2.44,2.57,0.97,2.369,2.443,0.84,T0
40:07.5,0.5,墙壁电源,2.44,2.57,0.97,2.366,2.479,0.834,T0
40:07.6,0.5,墙壁电源,2.44,2.57,0.97,2.365,2.506,0.829,T0
40:07.7,0.5,墙壁电源,2.44,2.57,0.97,2.364,2.532,0.82,T0
40:07.8,0.5,墙壁电源,2.44,2.57,0.97,2.379,2.535,0.818,T0
40:07.9,0.5,墙壁电源,2.44,2.57,0.97,2.386,2.545,0.809,T0
40:08.0,0.5,墙壁电源,2.44,2.57,0.97,2.39,2.556,0.792,T0
40:08.0,0.5,墙壁电源,2.44,2.57,0.97,2.408,2.951,0.913,T1
40:08.1,0.5,墙壁电源,2.44,2.57,0.97,2.388,2.452,0.975,T0
40:08.1,0.5,墙壁电源,2.44,2.57,0.97,2.466,2.861,0.999,T1
40:08.2,0.5,墙壁电源,2.44,2.57,0.97,2.38,2.472,0.946,T0
40:08.2,0.5,墙壁电源,2.44,2.57,0.97,2.514,2.785,1.058,T1
40:08.3,0.5,墙壁电源,2.44,2.57,0.97,2.369,2.49,0.917,T0
40:08.3,0.5,墙壁电源,2.44,2.57,0.97,2.553,2.718,1.106,T1
40:08.4,0.5,墙壁电源,2.44,2.57,0.97,2.359,2.502,0.896,T0
40:08.4,0.5,墙壁电源,2.44,2.57,0.97,2.581,2.664,1.14,T1
40:08.5,0.5,墙壁电源,2.44,2.57,0.97,2.354,2.507,0.879,T0
40:08.5,0.5,墙壁电源,2.44,2.57,0.97,2.599,2.622,1.16,T1
40:08.6,0.5,墙壁电源,2.44,2.57,0.97,2.351,2.509,0.865,T0
40:08.6,0.5,墙壁电源,2.44,2.57,0.97,2.605,2.596,1.172,T1
40:08.7,0.5,墙壁电源,2.44,2.57,0.97,2.352,2.626,0.651,T0
40:08.7,0.5,墙壁电源,2.44,2.57,0.97,2.61,2.575,1.179,T1
40:08.8,0.5,墙壁电源,2.44,2.57,0.97,2.357,2.616,0.652,T0
40:08.8,0.5,墙壁电源,2.44,2.57,0.97,2.608,2.562,1.178,T1
40:08.9,0.5,墙壁电源,2.44,2.57,0.97,2.371,2.601,0.661,T0
40:08.9,0.5,墙壁电源,2.44,2.57,0.97,2.607,2.553,1.174,T1
40:09.0,0.5,墙壁电源,2.44,2.57,0.97,2.365,2.61,0.647,T0
40:09.0,0.5,墙壁电源,2.44,2.57,0.97,2.602,2.547,1.166,T1
40:09.1,0.5,墙壁电源,2.44,2.57,0.97,2.359,2.619,0.639,T0
40:09.1,0.5,墙壁电源,2.44,2.57,0.97,2.6,2.542,1.159,T1
40:09.2,0.5,墙壁电源,2.44,2.57,0.97,2.477,2.486,0.625,T0
40:09.2,0.5,墙壁电源,2.44,2.57,0.97,2.601,2.533,1.151,T1
40:09.3,0.5,墙壁电源,2.44,2.57,0.97,2.468,2.506,0.62,T0
40:09.3,0.5,墙壁电源,2.44,2.57,0.97,2.607,2.525,1.142,T1
40:09.4,0.5,墙壁电源,2.44,2.57,0.97,2.459,2.533,0.611,T0
40:09.4,0.5,墙壁电源,2.44,2.57,0.97,2.616,2.517,1.133,T1
40:09.5,0.5,墙壁电源,2.44,2.57,0.97,2.444,2.565,0.604,T0
40:09.5,0.5,墙壁电源,2.44,2.57,0.97,2.625,2.512,1.123,T1
40:09.6,0.5,墙壁电源,2.44,2.57,0.97,2.449,2.575,0.625,T0
40:09.6,0.5,墙壁电源,2.44,2.57,0.97,2.634,2.505,1.113,T1
40:09.7,0.5,墙壁电源,2.44,2.57,0.97,2.453,2.588,0.643,T0
40:09.7,0.5,墙壁电源,2.44,2.57,0.97,2.643,2.499,1.1,T1
40:09.8,0.5,墙壁电源,2.44,2.57,0.97,2.338,2.737,0.677,T0
40:09.8,0.5,墙壁电源,2.44,2.57,0.97,2.652,2.494,1.089,T1
40:09.9,0.5,墙壁电源,2.44,2.57,0.97,2.434,2.635,0.721,T0
40:09.9,0.5,墙壁电源,2.44,2.57,0.97,2.657,2.491,1.077,T1
40:10.0,0.5,墙壁电源,2.44,2.57,0.97,2.438,2.632,0.737,T0
40:10.0,0.5,墙壁电源,2.44,2.57,0.97,2.655,2.504,1.064,T1
40:10.1,0.5,墙壁电源,2.44,2.57,0.97,2.436,2.631,0.738,T0
40:10.1,0.5,墙壁电源,2.44,2.57,0.97,2.644,2.527,1.047,T1
40:10.2,0.5,墙壁电源,2.44,2.57,0.97,2.423,2.64,0.714,T0
40:10.2,0.5,墙壁电源,2.44,2.57,0.97,2.634,2.561,1.031,T1
40:10.3,0.5,墙壁电源,2.44,2.57,0.97,2.398,2.656,0.665,T0
40:10.3,0.5,墙壁电源,2.44,2.57,0.97,2.606,2.608,1.005,T1
40:10.4,0.5,墙壁电源,2.44,2.57,0.97,2.354,2.68,0.56,T0
40:10.4,0.5,墙壁电源,2.44,2.57,0.97,2.567,2.659,0.966,T1
40:10.5,0.5,墙壁电源,2.44,2.57,0.97,2.508,2.718,0.91,T1
40:10.6,0.5,墙壁电源,2.44,2.57,0.97,2.199,2.68,0.642,T0
40:10.6,0.5,墙壁电源,2.44,2.57,0.97,2.411,2.813,0.738,T1
40:10.7,0.5,墙壁电源,2.44,2.57,0.97,2.184,2.65,0.644,T0
40:10.8,0.5,墙壁电源,2.44,2.57,0.97,2.189,2.59,0.696,T0
40:10.9,0.5,墙壁电源,2.44,2.57,0.97,2.209,2.507,0.783,T0
40:11.0,0.5,墙壁电源,2.44,2.57,0.97,2.247,2.398,0.937,T0
40:11.1,0.5,墙壁电源,2.44,2.57,0.97,2.289,2.289,1.065,T0
40:11.2,0.5,墙壁电源,2.44,2.57,0.97,2.327,2.29,0.947,T0
40:11.3,0.5,墙壁电源,2.44,2.57,0.97,2.362,2.195,1.013,T0
40:11.4,0.5,墙壁电源,2.44,2.57,0.97,2.387,2.114,1.045,T0
40:15.2,0.5,焊把钳下端,3.02,1.15,1.56,2.872,1.419,1.166,T0
40:15.2,0.5,接地夹下端,3.02,1.53,1.61,2.872,1.419,1.166,T0
40:15.3,0.5,焊把钳下端,3.02,1.15,1.56,2.912,1.463,1.2,T0
40:15.3,0.5,接地夹下端,3.02,1.53,1.61,2.912,1.463,1.2,T0
40:15.4,0.5,焊把钳下端,3.02,1.15,1.56,2.945,1.5,1.22,T0
40:15.4,0.5,接地夹下端,3.02,1.53,1.61,2.945,1.5,1.22,T0
40:15.5,0.5,接地夹下端,3.02,1.53,1.61,2.969,1.541,1.222,T0
40:15.5,0.5,焊把钳下端,3.02,1.15,1.56,2.699,1.323,1.316,T1
40:15.5,0.5,接地夹下端,3.02,1.53,1.61,2.699,1.323,1.316,T1
40:15.6,0.5,接地夹下端,3.02,1.53,1.61,3.012,1.582,1.215,T0
40:15.6,0.5,焊把钳下端,3.02,1.15,1.56,2.789,1.332,1.337,T1
40:15.6,0.5,接地夹下端,3.02,1.53,1.61,2.789,1.332,1.337,T1
40:15.7,0.5,接地夹下端,3.02,1.53,1.61,3.083,1.617,1.206,T0
40:15.7,0.5,焊把钳下端,3.02,1.15,1.56,2.855,1.348,1.362,T1
40:15.7,0.5,接地夹下端,3.02,1.53,1.61,2.855,1.348,1.362,T1
40:15.8,0.5,接地夹下端,3.02,1.53,1.61,3.183,1.649,1.192,T0
40:15.8,0.5,焊把钳下端,3.02,1.15,1.56,2.917,1.357,1.385,T1
40:15.8,0.5,接地夹下端,3.02,1.53,1.61,2.917,1.357,1.385,T1
40:15.9,0.5,焊把钳下端,3.02,1.15,1.56,2.981,1.382,1.417,T1
40:15.9,0.5,接地夹下端,3.02,1.53,1.61,2.981,1.382,1.417,T1
40:16.0,0.5,焊把钳下端,3.02,1.15,1.56,3.04,1.405,1.455,T1
40:16.0,0.5,接地夹下端,3.02,1.53,1.61,3.04,1.405,1.455,T1
40:16.1,0.5,焊把钳下端,3.02,1.15,1.56,3.075,1.444,1.509,T1
40:16.1,0.5,接地夹下端,3.02,1.53,1.61,3.075,1.444,1.509,T1
40:16.2,0.5,焊把钳下端,3.02,1.15,1.56,3.063,1.512,1.588,T1
40:16.2,0.5,接地夹下端,3.02,1.53,1.61,3.063,1.512,1.588,T1
40:16.3,0.5,焊把钳下端,3.02,1.15,1.56,3.029,1.568,1.671,T1
40:16.3,0.5,接地夹下端,3.02,1.53,1.61,3.029,1.568,1.671,T1
40:16.5,0.5,接地夹下端,3.02,1.53,1.61,2.997,1.632,1.762,T1
40:16.6,0.5,接地夹下端,3.02,1.53,1.61,2.955,1.705,1.846,T1
40:16.7,0.5,接地夹下端,3.02,1.53,1.61,2.895,1.8,1.924,T1
40:17.9,0.5,接地夹下端,3.02,1.53,1.61,2.985,1.872,1.817,T1
40:18.0,0.5,接地夹下端,3.02,1.53,1.61,3.029,1.755,1.762,T1
40:18.1,0.5,焊把钳下端,3.02,1.15,1.56,3.064,1.612,1.704,T1
40:18.1,0.5,接地夹下端,3.02,1.53,1.61,3.064,1.612,1.704,T1
40:18.2,0.5,焊把钳下端,3.02,1.15,1.56,3.078,1.477,1.653,T1
40:18.2,0.5,接地夹下端,3.02,1.53,1.61,3.078,1.477,1.653,T1
40:18.3,0.5,焊把钳下端,3.02,1.15,1.56,3.064,1.381,1.598,T1
40:18.3,0.5,接地夹下端,3.02,1.53,1.61,3.064,1.381,1.598,T1
40:18.4,0.5,焊把钳下端,3.02,1.15,1.56,3.032,1.307,1.557,T1
40:18.4,0.5,接地夹下端,3.02,1.53,1.61,3.032,1.307,1.557,T1
40:18.5,0.5,焊把钳下端,3.02,1.15,1.56,3.003,1.249,1.531,T1
40:18.5,0.5,接地夹下端,3.02,1.53,1.61,3.003,1.249,1.531,T1
40:18.6,0.5,焊把钳下端,3.02,1.15,1.56,2.991,1.198,1.517,T1
40:18.6,0.5,接地夹下端,3.02,1.53,1.61,2.991,1.198,1.517,T1
40:18.7,0.5,焊把钳下端,3.02,1.15,1.56,2.981,1.168,1.524,T1
40:18.7,0.5,接地夹下端,3.02,1.53,1.61,2.981,1.168,1.524,T1
40:18.8,0.5,焊把钳下端,3.02,1.15,1.56,2.961,1.151,1.555,T1
40:18.8,0.5,接地夹下端,3.02,1.53,1.61,2.961,1.151,1.555,T1
40:18.9,0.5,焊把钳下端,3.02,1.15,1.56,2.955,1.123,1.592,T1
40:18.9,0.5,接地夹下端,3.02,1.53,1.61,2.955,1.123,1.592,T1
40:19.0,0.5,焊把钳下端,3.02,1.15,1.56,2.962,1.1,1.632,T1
40:19.0,0.5,接地夹下端,3.02,1.53,1.61,2.962,1.1,1.632,T1
40:19.1,0.5,焊把钳下端,3.02,1.15,1.56,2.971,1.084,1.678,T1
40:19.1,0.5,接地夹下端,3.02,1.53,1.61,2.971,1.084,1.678,T1
40:19.2,0.5,焊把钳下端,3.02,1.15,1.56,2.98,1.076,1.724,T1
40:19.2,0.5,接地夹下端,3.02,1.53,1.61,2.98,1.076,1.724,T1
40:19.3,0.5,焊把钳下端,3.02,1.15,1.56,2.994,1.064,1.758,T1
40:19.3,0.5,接地夹下端,3.02,1.53,1.61,2.994,1.064,1.758,T1
40:19.4,0.5,焊把钳下端,3.02,1.15,1.56,3.017,1.05,1.772,T1
40:19.5,0.5,焊把钳下端,3.02,1.15,1.56,3.027,1.039,1.792,T1
40:19.6,0.5,焊把钳下端,3.02,1.15,1.56,3.023,1.024,1.813,T1
40:19.7,0.5,接地夹下端,3.02,1.53,1.61,3.483,1.51,1.448,T0
40:19.7,0.5,焊把钳下端,3.02,1.15,1.56,3.016,1.01,1.83,T1
40:19.8,0.5,接地夹下端,3.02,1.53,1.61,3.418,1.487,1.473,T0
40:19.8,0.5,焊把钳下端,3.02,1.15,1.56,3.015,0.994,1.838,T1
40:19.9,0.5,焊把钳下端,3.02,1.15,1.56,3.022,0.975,1.837,T1
40:20.0,0.5,焊把钳下端,3.02,1.15,1.56,3.389,1.452,1.466,T0
40:20.0,0.5,接地夹下端,3.02,1.53,1.61,3.389,1.452,1.466,T0
40:20.0,0.5,焊把钳下端,3.02,1.15,1.56,3.025,0.962,1.835,T1
40:20.1,0.5,焊把钳下端,3.02,1.15,1.56,3.366,1.43,1.46,T0
40:20.1,0.5,接地夹下端,3.02,1.53,1.61,3.366,1.43,1.46,T0
40:20.1,0.5,焊把钳下端,3.02,1.15,1.56,3.032,0.959,1.817,T1
40:20.2,0.5,焊把钳下端,3.02,1.15,1.56,3.352,1.412,1.448,T0
40:20.2,0.5,接地夹下端,3.02,1.53,1.61,3.352,1.412,1.448,T0
40:20.2,0.5,焊把钳下端,3.02,1.15,1.56,3.039,0.956,1.787,T1
40:20.3,0.5,焊把钳下端,3.02,1.15,1.56,3.341,1.401,1.433,T0
40:20.3,0.5,接地夹下端,3.02,1.53,1.61,3.341,1.401,1.433,T0
40:20.3,0.5,焊把钳下端,3.02,1.15,1.56,3.04,0.949,1.749,T1
40:20.4,0.5,焊把钳下端,3.02,1.15,1.56,3.336,1.393,1.416,T0
40:20.4,0.5,接地夹下端,3.02,1.53,1.61,3.336,1.393,1.416,T0
40:20.4,0.5,焊把钳下端,3.02,1.15,1.56,3.023,0.943,1.712,T1
40:20.5,0.5,焊把钳下端,3.02,1.15,1.56,3.334,1.383,1.402,T0
40:20.5,0.5,接地夹下端,3.02,1.53,1.61,3.334,1.383,1.402,T0
40:20.5,0.5,焊把钳下端,3.02,1.15,1.56,2.992,0.936,1.675,T1
40:20.6,0.5,焊把钳下端,3.02,1.15,1.56,3.324,1.38,1.408,T0
40:20.6,0.5,接地夹下端,3.02,1.53,1.61,3.324,1.38,1.408,T0
40:20.6,0.5,焊把钳下端,3.02,1.15,1.56,2.961,0.921,1.638,T1
40:20.7,0.5,焊把钳下端,3.02,1.15,1.56,3.334,1.354,1.396,T0
40:20.7,0.5,接地夹下端,3.02,1.53,1.61,3.334,1.354,1.396,T0
40:20.7,0.5,焊把钳下端,3.02,1.15,1.56,2.917,0.912,1.608,T1
40:20.8,0.5,焊把钳下端,3.02,1.15,1.56,3.344,1.33,1.386,T0
40:20.8,0.5,接地夹下端,3.02,1.53,1.61,3.344,1.33,1.386,T0
40:20.8,0.5,焊把钳下端,3.02,1.15,1.56,2.861,0.911,1.587,T1
40:20.9,0.5,焊把钳下端,3.02,1.15,1.56,3.357,1.309,1.38,T0
40:20.9,0.5,接地夹下端,3.02,1.53,1.61,3.357,1.309,1.38,T0
40:20.9,0.5,焊把钳下端,3.02,1.15,1.56,2.795,0.926,1.572,T1
40:21.0,0.5,焊把钳下端,3.02,1.15,1.56,3.373,1.293,1.374,T0
40:21.0,0.5,接地夹下端,3.02,1.53,1.61,3.373,1.293,1.374,T0
40:21.0,0.5,焊把钳下端,3.02,1.15,1.56,2.725,0.942,1.561,T1
40:21.1,0.5,焊把钳下端,3.02,1.15,1.56,3.401,1.286,1.362,T0
40:21.1,0.5,焊把钳下端,3.02,1.15,1.56,2.644,0.974,1.559,T1
40:21.2,0.5,焊把钳下端,3.02,1.15,1.56,3.402,1.28,1.342,T0
40:21.2,0.5,焊把钳下端,3.02,1.15,1.56,2.558,1.027,1.556,T1
40:21.3,0.5,焊把钳下端,3.02,1.15,1.56,3.375,1.282,1.331,T0
40:21.4,0.5,焊把钳下端,3.02,1.15,1.56,3.324,1.292,1.327,T0
40:21.4,0.5,接地夹下端,3.02,1.53,1.61,3.324,1.292,1.327,T0
40:21.5,0.5,焊把钳下端,3.02,1.15,1.56,3.255,1.303,1.33,T0
40:21.5,0.5,接地夹下端,3.02,1.53,1.61,3.255,1.303,1.33,T0
40:21.6,0.5,焊把钳下端,3.02,1.15,1.56,3.196,1.312,1.337,T0
40:21.6,0.5,接地夹下端,3.02,1.53,1.61,3.196,1.312,1.337,T0
40:21.7,0.5,焊把钳下端,3.02,1.15,1.56,3.148,1.316,1.35,T0
40:21.7,0.5,接地夹下端,3.02,1.53,1.61,3.148,1.316,1.35,T0
40:21.8,0.5,焊把钳下端,3.02,1.15,1.56,3.135,1.316,1.352,T0
40:21.8,0.5,接地夹下端,3.02,1.53,1.61,3.135,1.316,1.352,T0
40:21.9,0.5,焊把钳下端,3.02,1.15,1.56,3.138,1.309,1.347,T0
40:21.9,0.5,接地夹下端,3.02,1.53,1.61,3.138,1.309,1.347,T0
40:22.0,0.5,焊把钳下端,3.02,1.15,1.56,3.15,1.3,1.335,T0
40:22.0,0.5,接地夹下端,3.02,1.53,1.61,3.15,1.3,1.335,T0
40:22.1,0.5,焊把钳下端,3.02,1.15,1.56,3.184,1.284,1.316,T0
40:22.1,0.5,接地夹下端,3.02,1.53,1.61,3.184,1.284,1.316,T0
40:22.2,0.5,焊把钳下端,3.02,1.15,1.56,3.182,1.268,1.299,T0
40:22.2,0.5,接地夹下端,3.02,1.53,1.61,3.182,1.268,1.299,T0
40:22.3,0.5,焊把钳下端,3.02,1.15,1.56,3.15,1.266,1.294,T0
40:22.3,0.5,接地夹下端,3.02,1.53,1.61,3.15,1.266,1.294,T0
40:22.4,0.5,焊把钳下端,3.02,1.15,1.56,3.136,1.261,1.294,T0
40:22.4,0.5,接地夹下端,3.02,1.53,1.61,3.136,1.261,1.294,T0
40:22.5,0.5,焊把钳下端,3.02,1.15,1.56,3.107,1.256,1.303,T0
40:22.5,0.5,接地夹下端,3.02,1.53,1.61,3.107,1.256,1.303,T0
40:22.6,0.5,焊把钳下端,3.02,1.15,1.56,3.102,1.243,1.316,T0
40:22.6,0.5,接地夹下端,3.02,1.53,1.61,3.102,1.243,1.316,T0
40:22.7,0.5,焊把钳下端,3.02,1.15,1.56,3.116,1.225,1.326,T0
40:22.7,0.5,接地夹下端,3.02,1.53,1.61,3.116,1.225,1.326,T0
40:22.8,0.5,焊把钳下端,3.02,1.15,1.56,3.161,1.193,1.331,T0
40:22.8,0.5,接地夹下端,3.02,1.53,1.61,3.161,1.193,1.331,T0
40:22.9,0.5,焊把钳下端,3.02,1.15,1.56,3.19,1.134,1.329,T0
40:23.0,0.5,焊把钳下端,3.02,1.15,1.56,3.2,1.063,1.325,T0
40:23.1,0.5,焊把钳下端,3.02,1.15,1.56,3.246,0.976,1.311,T0
40:23.2,0.5,焊把钳下端,3.02,1.15,1.56,3.292,0.884,1.293,T0
40:26.3,0.5,锤子,0.24,0.17,0,0.301,0.526,0.319,T1
40:26.3,0.5,面罩把手,0.24,0.83,0,0.301,0.526,0.319,T1
40:26.4,0.5,锤子,0.24,0.17,0,0.321,0.498,0.167,T1
40:26.4,0.5,面罩把手,0.24,0.83,0,0.321,0.498,0.167,T1
40:26.5,0.5,待焊钢板,0.81,0.46,0,0.34,0.46,0.154,T1
40:26.5,0.5,锤子,0.24,0.17,0,0.34,0.46,0.154,T1
40:26.5,0.5,面罩把手,0.24,0.83,0,0.34,0.46,0.154,T1
40:26.6,0.5,待焊钢板,0.81,0.46,0,0.353,0.363,0.174,T1
40:26.6,0.5,锤子,0.24,0.17,0,0.353,0.363,0.174,T1
40:26.7,0.5,锤子,0.24,0.17,0,0.362,0.281,0.2,T1
40:26.8,0.5,锤子,0.24,0.17,0,0.371,0.213,0.233,T1
40:26.9,0.5,锤子,0.24,0.17,0,0.383,0.157,0.39,T1
40:27.9,0.5,锤子,0.24,0.17,0,0.343,-0.139,0.357,T1
40:30.5,0.5,锤子,0.24,0.17,0,0.287,-0.323,0.05,T0
40:30.6,0.5,锤子,0.24,0.17,0,0.311,-0.282,0.125,T0
40:33.0,0.5,待焊钢板,0.81,0.46,0,0.569,0.416,0.376,T0
40:33.1,0.5,待焊钢板,0.81,0.46,0,0.558,0.352,0.086,T0
40:33.1,0.5,锤子,0.24,0.17,0,0.558,0.352,0.086,T0
40:33.2,0.5,待焊钢板,0.81,0.46,0,0.534,0.269,0.036,T0
40:33.2,0.5,锤子,0.24,0.17,0,0.534,0.269,0.036,T0
40:33.3,0.5,待焊钢板,0.81,0.46,0,0.503,0.228,-0.235,T0
40:33.3,0.5,锤子,0.24,0.17,0,0.503,0.228,-0.235,T0
40:33.5,0.5,锤子,0.24,0.17,0,0.435,0.078,-0.411,T0
40:33.6,0.5,锤子,0.24,0.17,0,0.403,-0.032,-0.27,T0
40:33.7,0.5,锤子,0.24,0.17,0,0.357,-0.092,-0.142,T0
40:33.8,0.5,锤子,0.24,0.17,0,0.289,-0.141,-0.261,T0
40:33.8,0.5,面罩把手,0.24,0.83,0,0.337,0.611,0.375,T1
40:33.9,0.5,锤子,0.24,0.17,0,0.227,-0.283,-0.163,T0
40:33.9,0.5,面罩把手,0.24,0.83,0,0.227,0.587,0.336,T1
